Question 1,Question 2,Question 3,Question 4,Question 5,Question 6,Question 7,Question 25,respondent_id,survey_id,cnt
International Chiropractic Pediatric Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,51 - 60 years,Male,White/Caucasian,4.,12207206529,295082383,2
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,51 - 60 years,Male,White/Caucasian,4.,12207206529,295082383,3
State Chiropractic Association,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,White/Caucasian,,12207260658,295082383,1
State Chiropractic Association,Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,41 - 50 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12207202464,295082383,1
American Chiropractic Association (ACA),Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Female,White/Caucasian,,12207284326,295082383,1
State Chiropractic Association,Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Female,White/Caucasian,,12207284326,295082383,2
State Chiropractic Association,Multi-location practice,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,White/Caucasian,,12207270346,295082383,1
State Chiropractic Association,Multi-location practice,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,White/Caucasian,,12207229822,295082383,1
Foundation for Chiropractic Progress,Solo practitioner,Young professional (Doctor of Chiropractic with less than 5 years in practice),Less than 5 years,31 - 40 years,Male,White/Caucasian,1. Vitalistic,12207248202,295082383,1
State Chiropractic Association,Solo practitioner,Young professional (Doctor of Chiropractic with less than 5 years in practice),Less than 5 years,31 - 40 years,Male,White/Caucasian,1. Vitalistic,12207248202,295082383,2
International Chiropractic Association (ICA),Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Female,White/Caucasian,2.,12207309193,295082383,1
State Chiropractic Association,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Female,White/Caucasian,2.,12207309193,295082383,2
World Federation of Chiropractic,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,51 - 60 years,Male,White/Caucasian,2.,12207340586,295082383,1
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,White/Caucasian,4.,12207351951,295082383,1
State Chiropractic Association,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Male,White/Caucasian,3.,12207352714,295082383,1
State Licensing Board,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Male,White/Caucasian,3.,12207352714,295082383,2
American Chiropractic Association (ACA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Male,White/Caucasian,,12207432410,295082383,1
American Chiropractic Association (ACA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,31 - 40 years,Female,White/Caucasian,5. Multi-Disciplinary / Integrated,12207464358,295082383,1
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,31 - 40 years,Female,White/Caucasian,5. Multi-Disciplinary / Integrated,12207464358,295082383,2
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,31 - 40 years,Female,White/Caucasian,,12207525778,295082383,1
Clinical Compass (CCGPP),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,51 - 60 years,Male,White/Caucasian,2.,12207419145,295082383,1
Congress of Chiropractic State Associations (ChiroCongress),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,51 - 60 years,Male,White/Caucasian,2.,12207419145,295082383,2
International Chiropractic Association (ICA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,51 - 60 years,Male,White/Caucasian,2.,12207419145,295082383,3
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,51 - 60 years,Male,White/Caucasian,2.,12207419145,295082383,4
American Chiropractic Association (ACA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),Over 40 years,61 - 70 years,Female,White/Caucasian,3.,12207575987,295082383,1
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),Over 40 years,61 - 70 years,Female,White/Caucasian,3.,12207575987,295082383,2
State Chiropractic Association,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Female,White/Caucasian,3.,12207702034,295082383,1
American Chiropractic Association (ACA),Integrated / multidisciplinary facility,College faculty,Over 40 years,61 - 70 years,Female,White/Caucasian,5. Multi-Disciplinary / Integrated,12207704686,295082383,1
"All Women Chiropractic Association(s) - i.e. Women DCs, League of Chiropractic Women, etc.",Integrated / multidisciplinary facility,College faculty,Over 40 years,61 - 70 years,Female,White/Caucasian,5. Multi-Disciplinary / Integrated,12207704686,295082383,2
Federation of International Chiropractors du Sport (FICS),Integrated / multidisciplinary facility,College faculty,Over 40 years,61 - 70 years,Female,White/Caucasian,5. Multi-Disciplinary / Integrated,12207704686,295082383,3
Foundation for Chiropractic Progress,Integrated / multidisciplinary facility,College faculty,Over 40 years,61 - 70 years,Female,White/Caucasian,5. Multi-Disciplinary / Integrated,12207704686,295082383,4
State Chiropractic Association,Integrated / multidisciplinary facility,College faculty,Over 40 years,61 - 70 years,Female,White/Caucasian,5. Multi-Disciplinary / Integrated,12207704686,295082383,5
State Licensing Board,Integrated / multidisciplinary facility,College faculty,Over 40 years,61 - 70 years,Female,White/Caucasian,5. Multi-Disciplinary / Integrated,12207704686,295082383,6
American Chiropractic Association (ACA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Male,White/Caucasian,4.,12207789898,295082383,1
Congress of Chiropractic State Associations (ChiroCongress),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Male,White/Caucasian,4.,12207789898,295082383,2
International Chiropractic Association (ICA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Male,White/Caucasian,4.,12207789898,295082383,3
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Male,White/Caucasian,4.,12207789898,295082383,4
State Licensing Board,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,41 - 50 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12207854224,295082383,1
State Licensing Board,Integrated / multidisciplinary facility,Young professional (Doctor of Chiropractic with less than 5 years in practice),Less than 5 years,31 - 40 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12207927834,295082383,1
Clinical Compass (CCGPP),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Male,White/Caucasian,1. Vitalistic,12208002627,295082383,1
Congress of Chiropractic State Associations (ChiroCongress),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Male,White/Caucasian,1. Vitalistic,12208002627,295082383,2
International Chiropractic Pediatric Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Male,White/Caucasian,1. Vitalistic,12208002627,295082383,3
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Male,White/Caucasian,1. Vitalistic,12208002627,295082383,4
American Chiropractic Association (ACA),Multi-location practice,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,61 - 70 years,Male,White/Caucasian,4.,12208001690,295082383,1
Foundation for Chiropractic Progress,Multi-location practice,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,61 - 70 years,Male,White/Caucasian,4.,12208001690,295082383,2
State Chiropractic Association,Multi-location practice,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,61 - 70 years,Male,White/Caucasian,4.,12208001690,295082383,3
State Licensing Board,Multi-location practice,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,61 - 70 years,Male,White/Caucasian,4.,12208001690,295082383,4
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,41 - 50 years,Male,White/Caucasian,2.,12208043150,295082383,1
State Chiropractic Association,Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12208049640,295082383,1
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Female,White/Caucasian,,12208151551,295082383,1
International Chiropractic Association (ICA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Male,White/Caucasian,,12198722916,295082383,1
International Chiropractic Pediatric Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Male,White/Caucasian,,12198722916,295082383,2
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Male,White/Caucasian,,12198722916,295082383,3
Forward Thinking Chiropractic Alliance,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,31 - 40 years,Male,White/Caucasian,,12208332026,295082383,1
State Licensing Board,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,51 - 60 years,Female,White/Caucasian,2.,12208347356,295082383,1
Foundation for Chiropractic Progress,Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12208391539,295082383,1
State Chiropractic Association,Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12208391539,295082383,2
American Black Chiropractic Association (ABCA),None of the above,Young professional (Doctor of Chiropractic with less than 5 years in practice),Less than 5 years,31 - 40 years,Female,White/Caucasian,3.,12208416154,295082383,1
American Chiropractic Association (ACA),None of the above,Young professional (Doctor of Chiropractic with less than 5 years in practice),Less than 5 years,31 - 40 years,Female,White/Caucasian,3.,12208416154,295082383,2
State Chiropractic Association,None of the above,Young professional (Doctor of Chiropractic with less than 5 years in practice),Less than 5 years,31 - 40 years,Female,White/Caucasian,3.,12208416154,295082383,3
World Federation of Chiropractic,None of the above,Young professional (Doctor of Chiropractic with less than 5 years in practice),Less than 5 years,31 - 40 years,Female,White/Caucasian,3.,12208416154,295082383,4
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),Over 40 years,61 - 70 years,Male,Prefer not to answer,5. Multi-Disciplinary / Integrated,12208741792,295082383,1
American Chiropractic Association (ACA),None of the above,College leadership,Over 40 years,61 - 70 years,Male,White/Caucasian,2.,12208916770,295082383,1
Association of Chiropractic Colleges (ACC),None of the above,College leadership,Over 40 years,61 - 70 years,Male,White/Caucasian,2.,12208916770,295082383,2
Congress of Chiropractic State Associations (ChiroCongress),None of the above,College leadership,Over 40 years,61 - 70 years,Male,White/Caucasian,2.,12208916770,295082383,3
State Chiropractic Association,None of the above,College leadership,Over 40 years,61 - 70 years,Male,White/Caucasian,2.,12208916770,295082383,4
Association of Chiropractic Colleges (ACC),Solo practitioner,Patient,31 - 40 years,61 - 70 years,Male,White/Caucasian,4.,12208937197,295082383,1
State Chiropractic Association,Solo practitioner,Patient,31 - 40 years,61 - 70 years,Male,White/Caucasian,4.,12208937197,295082383,2
State Licensing Board,Solo practitioner,Patient,31 - 40 years,61 - 70 years,Male,White/Caucasian,4.,12208937197,295082383,3
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,White/Caucasian,,12184558757,295082383,1
American Chiropractic Association (ACA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,51 - 60 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12209011548,295082383,1
Clinical Compass (CCGPP),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,51 - 60 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12209011548,295082383,2
National Board,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,White/Caucasian,,12209052635,295082383,1
State Licensing Board,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,White/Caucasian,,12209052635,295082383,2
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Female,White/Caucasian,4.,12209077830,295082383,1
Foundation for Chiropractic Progress,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,White/Caucasian,,12209061105,295082383,1
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,White/Caucasian,,12209061105,295082383,2
"All Women Chiropractic Association(s) - i.e. Women DCs, League of Chiropractic Women, etc.",None of the above,Young professional (Doctor of Chiropractic with less than 5 years in practice),Less than 5 years,31 - 40 years,Female,White/Caucasian,,12209260185,295082383,1
Foundation for Chiropractic Progress,Multi-location practice,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,31 - 40 years,Male,White/Caucasian,,12209376368,295082383,1
One Chiropractic,Multi-location practice,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,31 - 40 years,Male,White/Caucasian,,12209376368,295082383,2
American Chiropractic Association (ACA),Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12209405984,295082383,1
State Chiropractic Association,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12209405984,295082383,2
State Chiropractic Association,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Female,White/Caucasian,,12209654463,295082383,1
International Chiropractic Association (ICA),Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Female,White/Caucasian,,12209654463,295082383,2
State Chiropractic Association,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,61 - 70 years,Female,White/Caucasian,,12209671601,295082383,1
State Licensing Board,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,61 - 70 years,Female,White/Caucasian,,12209671601,295082383,2
American Chiropractic Association (ACA),Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,White/Caucasian,,12194545868,295082383,1
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Female,White/Caucasian,,12209691261,295082383,1
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),5 - 10 years,31 - 40 years,Male,Asian/Pacific Islander,,12209768309,295082383,1
International Federation of Chiropractors and Organizations (IFCO),Multi-location practice,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,41 - 50 years,Male,White/Caucasian,,12209765126,295082383,1
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,41 - 50 years,Male,White/Caucasian,1. Vitalistic,12209781237,295082383,1
American Black Chiropractic Association (ABCA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,51 - 60 years,Female,Black/African American,1. Vitalistic,12209921777,295082383,1
"All Women Chiropractic Association(s) - i.e. Women DCs, League of Chiropractic Women, etc.",Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,51 - 60 years,Female,Black/African American,1. Vitalistic,12209921777,295082383,2
American Chiropractic Association (ACA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Male,Hispanic/Latino,,12210234142,295082383,1
International Chiropractic Association (ICA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Male,Hispanic/Latino,,12210234142,295082383,2
State Chiropractic Association,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,41 - 50 years,Male,White/Caucasian,4.,12210329120,295082383,1
American Chiropractic Association (ACA),Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12210302700,295082383,1
State Chiropractic Association,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12210302700,295082383,2
American Chiropractic Association (ACA),Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Male,White/Caucasian,,12210425590,295082383,1
Clinical Compass (CCGPP),Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Male,White/Caucasian,,12210425590,295082383,2
Congress of Chiropractic State Associations (ChiroCongress),Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Male,White/Caucasian,,12210425590,295082383,3
Federation of International Chiropractors du Sport (FICS),Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Male,White/Caucasian,,12210425590,295082383,4
Forward Thinking Chiropractic Alliance,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Male,White/Caucasian,,12210425590,295082383,5
Foundation for Chiropractic Progress,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Male,White/Caucasian,,12210425590,295082383,6
State Chiropractic Association,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Male,White/Caucasian,,12210425590,295082383,7
American Chiropractic Association (ACA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,Multi-Racial,,12202627677,295082383,1
Forward Thinking Chiropractic Alliance,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,Multi-Racial,,12202627677,295082383,2
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,Multi-Racial,,12202627677,295082383,3
State Licensing Board,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,Multi-Racial,,12202627677,295082383,4
State Chiropractic Association,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,41 - 50 years,Male,White/Caucasian,4.,12210341602,295082383,1
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),N/A,41 - 50 years,Male,White/Caucasian,,12210471814,295082383,1
American Chiropractic Association (ACA),Integrated / multidisciplinary facility,Young professional (Doctor of Chiropractic with less than 5 years in practice),5 - 10 years,20 - 30 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12210439912,295082383,1
Clinical Compass (CCGPP),Integrated / multidisciplinary facility,Young professional (Doctor of Chiropractic with less than 5 years in practice),5 - 10 years,20 - 30 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12210439912,295082383,2
Federation of Chiropractic Licensing Boards,Integrated / multidisciplinary facility,Young professional (Doctor of Chiropractic with less than 5 years in practice),5 - 10 years,20 - 30 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12210439912,295082383,3
Forward Thinking Chiropractic Alliance,Integrated / multidisciplinary facility,Young professional (Doctor of Chiropractic with less than 5 years in practice),5 - 10 years,20 - 30 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12210439912,295082383,4
International Chiropractic Association (ICA),Integrated / multidisciplinary facility,Young professional (Doctor of Chiropractic with less than 5 years in practice),5 - 10 years,20 - 30 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12210439912,295082383,5
State Chiropractic Association,Integrated / multidisciplinary facility,Young professional (Doctor of Chiropractic with less than 5 years in practice),5 - 10 years,20 - 30 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12210439912,295082383,6
Student American Chiropractic Association (SACA),Integrated / multidisciplinary facility,Young professional (Doctor of Chiropractic with less than 5 years in practice),5 - 10 years,20 - 30 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12210439912,295082383,7
World Federation of Chiropractic,Integrated / multidisciplinary facility,Young professional (Doctor of Chiropractic with less than 5 years in practice),5 - 10 years,20 - 30 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12210439912,295082383,8
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Male,White/Caucasian,,12210486864,295082383,1
State Chiropractic Association,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Male,White/Caucasian,5. Multi-Disciplinary / Integrated,12210485788,295082383,1
American Chiropractic Association (ACA),Group member practitioner (single location),Young professional (Doctor of Chiropractic with less than 5 years in practice),Less than 5 years,20 - 30 years,Male,White/Caucasian,4.,12210489722,295082383,1
Forward Thinking Chiropractic Alliance,Group member practitioner (single location),Young professional (Doctor of Chiropractic with less than 5 years in practice),Less than 5 years,20 - 30 years,Male,White/Caucasian,4.,12210489722,295082383,2
State Chiropractic Association,Group member practitioner (single location),Young professional (Doctor of Chiropractic with less than 5 years in practice),Less than 5 years,20 - 30 years,Male,White/Caucasian,4.,12210489722,295082383,3
National Board,Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Female,White/Caucasian,,12210528614,295082383,1
State Licensing Board,Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Female,White/Caucasian,,12210528614,295082383,2
State Licensing Board,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,61 - 70 years,Male,White/Caucasian,,12210552555,295082383,1
State Chiropractic Association,Integrated / multidisciplinary facility,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,31 - 40 years,Female,Prefer not to answer,4.,12210415814,295082383,1
National Board,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Male,White/Caucasian,4.,12210577224,295082383,1
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Male,White/Caucasian,4.,12210577224,295082383,2
State Licensing Board,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Male,White/Caucasian,4.,12210577224,295082383,3
International Chiropractic Association (ICA),None of the above,Young professional (Doctor of Chiropractic with less than 5 years in practice),Less than 5 years,31 - 40 years,Male,White/Caucasian,,12178917446,295082383,1
International Federation of Chiropractors and Organizations (IFCO),None of the above,Young professional (Doctor of Chiropractic with less than 5 years in practice),Less than 5 years,31 - 40 years,Male,White/Caucasian,,12178917446,295082383,2
American Chiropractic Association (ACA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,White/Caucasian,3.,12210620094,295082383,1
Federation of Chiropractic Licensing Boards,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,White/Caucasian,3.,12210620094,295082383,2
Foundation for Chiropractic Progress,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,White/Caucasian,3.,12210620094,295082383,3
International Chiropractic Association (ICA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,White/Caucasian,3.,12210620094,295082383,4
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,White/Caucasian,3.,12210620094,295082383,5
State Licensing Board,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,White/Caucasian,3.,12210620094,295082383,6
Foundation for Chiropractic Progress,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),5 - 10 years,31 - 40 years,Male,White/Caucasian,,12210664339,295082383,1
International Chiropractic Pediatric Association,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),5 - 10 years,31 - 40 years,Male,White/Caucasian,,12210664339,295082383,2
State Chiropractic Association,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),5 - 10 years,31 - 40 years,Male,White/Caucasian,,12210664339,295082383,3
One Chiropractic,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,41 - 50 years,Male,White/Caucasian,,12210776481,295082383,1
"All Women Chiropractic Association(s) - i.e. Women DCs, League of Chiropractic Women, etc.",Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Female,Prefer not to answer,,12210797680,295082383,1
"All Women Chiropractic Association(s) - i.e. Women DCs, League of Chiropractic Women, etc.",Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Female,White/Caucasian,4.,12210802028,295082383,1
International Chiropractic Pediatric Association,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Female,White/Caucasian,4.,12210802028,295082383,2
State Chiropractic Association,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Female,White/Caucasian,4.,12210802028,295082383,3
State Chiropractic Association,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,31 - 40 years,Female,Multi-Racial,5. Multi-Disciplinary / Integrated,12210796332,295082383,1
State Licensing Board,Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),11 - 20 years,31 - 40 years,Female,Multi-Racial,5. Multi-Disciplinary / Integrated,12210796332,295082383,2
American Chiropractic Association (ACA),Solo practitioner,Practicing Doctor of Chiropractic (5 or more years in practice),31 - 40 years,61 - 70 years,Male,White/Caucasian,,12211141710,295082383,1
State Chiropractic Association,Group member practitioner (single location),Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,White/Caucasian,3.,12211245162,295082383,1
American Chiropractic Association (ACA),Multi-location practice,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,White/Caucasian,4.,12211261955,295082383,1
Foundation for Chiropractic Progress,Multi-location practice,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,White/Caucasian,4.,12211261955,295082383,2
National Board,Multi-location practice,Practicing Doctor of Chiropractic (5 or more years in practice),21 - 30 years,51 - 60 years,Male,White/Caucasian,4.,12211261955,295082383,3
